PassengerId,Survived,Sex,Age,Fare,Pclass_1,Pclass_2,Pclass_3,Family_size
1,0,1,0.275,0.014151058,0,0,1,0.1
2,1,0,0.475,0.139135735,1,0,0,0.1
3,1,0,0.325,0.01546857,0,0,1,0
4,1,0,0.4375,0.103644297,1,0,0,0.1
5,0,1,0.4375,0.015712554,0,0,1,0
6,0,1,0.35,0.016509502,0,0,1,0
7,0,1,0.675,0.101228858,1,0,0,0
8,0,1,0.025,0.04113566,0,0,1,0.4
9,1,0,0.3375,0.021730754,0,0,1,0.2
10,1,0,0.175,0.058694293,0,1,0,0.1
11,1,0,0.05,0.032596229,0,0,1,0.2
12,1,0,0.725,0.051822149,1,0,0,0
13,0,1,0.25,0.015712554,0,0,1,0
14,0,1,0.4875,0.061044735,0,0,1,0.6
15,0,0,0.175,0.015330377,0,0,1,0
16,1,0,0.6875,0.03122992,0,1,0,0
17,0,1,0.025,0.056848214,0,0,1,0.5
18,1,1,0.35,0.02537431,0,1,0,0
19,0,0,0.3875,0.03513366,0,0,1,0.1
20,1,0,0.35,0.014102261,0,0,1,0
21,0,1,0.4375,0.05074862,0,1,0,0
22,1,1,0.425,0.02537431,0,1,0,0
23,1,0,0.1875,0.015671955,0,0,1,0
24,1,1,0.35,0.069291385,1,0,0,0
25,0,0,0.1,0.04113566,0,0,1,0.4
26,1,0,0.475,0.06126432,0,0,1,0.6
27,0,1,0.35,0.014102261,0,0,1,0
28,0,1,0.2375,0.513341812,1,0,0,0.5
29,1,0,0.35,0.015379174,0,0,1,0
30,0,1,0.35,0.015411575,0,0,1,0
31,0,1,0.5,0.054107398,1,0,0,0
32,1,0,0.35,0.285989555,1,0,0,0.1
33,1,0,0.35,0.015126993,0,0,1,0
34,0,1,0.825,0.020494635,0,1,0,0
35,0,1,0.35,0.16038672,1,0,0,0.1
36,0,1,0.525,0.10149724,1,0,0,0.1
37,1,1,0.35,0.014110459,0,0,1,0
38,0,1,0.2625,0.015712554,0,0,1,0
39,0,0,0.225,0.03513366,0,0,1,0.2
40,1,0,0.175,0.021942337,0,0,1,0.1
41,0,0,0.5,0.018493968,0,0,1,0.1
42,0,0,0.3375,0.04098927,0,1,0,0.1
43,0,1,0.35,0.015411575,0,0,1,0
44,1,0,0.0375,0.081157193,0,1,0,0.3
45,1,0,0.2375,0.015379174,0,0,1,0
46,0,1,0.35,0.015712554,0,0,1,0
47,0,1,0.35,0.030253985,0,0,1,0.1
48,1,0,0.35,0.015126993,0,0,1,0
49,0,1,0.35,0.04231498,0,0,1,0.2
50,0,0,0.225,0.034743286,0,0,1,0.1
51,0,1,0.0875,0.077464841,0,0,1,0.5
52,0,1,0.2625,0.015224586,0,0,1,0
53,1,0,0.6125,0.149765424,1,0,0,0.1
54,1,0,0.3625,0.05074862,0,1,0,0.1
55,0,1,0.8125,0.120975342,1,0,0,0.1
56,1,1,0.35,0.069291385,1,0,0,0
57,1,0,0.2625,0.020494635,0,1,0,0
58,0,1,0.35625,0.014110459,0,0,1,0
59,1,0,0.0625,0.054164393,0,1,0,0.3
60,0,1,0.1375,0.091542703,0,0,1,0.7
61,0,1,0.275,0.014110459,0,0,1,0
62,1,0,0.475,0.156149601,1,0,0,0
63,0,1,0.5625,0.162932349,1,0,0,0.1
64,0,1,0.05,0.054457173,0,0,1,0.5
65,0,1,0.35,0.054107398,1,0,0,0
66,1,1,0.35,0.02975782,0,0,1,0.2
67,1,0,0.3625,0.020494635,0,1,0,0
68,0,1,0.2375,0.015923941,0,0,1,0
69,1,0,0.2125,0.01546857,0,0,1,0.6
70,0,1,0.325,0.016908074,0,0,1,0.2
71,0,1,0.4,0.020494635,0,1,0,0
72,0,0,0.2,0.091542703,0,0,1,0.7
73,0,1,0.2625,0.143462446,0,1,0,0
74,0,1,0.325,0.028212719,0,0,1,0.1
75,1,1,0.4,0.110272458,0,0,1,0
76,0,1,0.3125,0.014931806,0,0,1,0
77,0,1,0.35,0.015411575,0,0,1,0
78,0,1,0.35,0.015712554,0,0,1,0
79,1,1,0.010375,0.05660423,0,1,0,0.2
80,1,0,0.375,0.024349578,0,0,1,0
81,0,1,0.275,0.01756683,0,0,1,0
82,1,1,0.3625,0.018542765,0,0,1,0
83,1,0,0.35,0.015200188,0,0,1,0
84,0,1,0.35,0.091933077,1,0,0,0
85,1,0,0.2125,0.020494635,0,1,0,0
86,1,0,0.4125,0.03093714,0,0,1,0.3
87,0,1,0.2,0.067095532,0,0,1,0.4
88,0,1,0.35,0.015712554,0,0,1,0
89,1,0,0.2875,0.513341812,1,0,0,0.5
90,0,1,0.3,0.015712554,0,0,1,0
91,0,1,0.3625,0.015712554,0,0,1,0
92,0,1,0.25,0.015330377,0,0,1,0
93,0,1,0.575,0.119405648,1,0,0,0.1
94,0,1,0.325,0.040159725,0,0,1,0.3
95,0,1,0.7375,0.014151058,0,0,1,0
96,0,1,0.35,0.015712554,0,0,1,0
97,0,1,0.8875,0.067640494,1,0,0,0
98,1,1,0.2875,0.123667166,1,0,0,0.1
99,1,0,0.425,0.04489301,0,1,0,0.1
100,0,1,0.425,0.05074862,0,1,0,0.1
101,0,0,0.35,0.015411575,0,0,1,0
102,0,1,0.35,0.015411575,0,0,1,0
103,0,1,0.2625,0.150855153,1,0,0,0.1
104,0,1,0.4125,0.016891873,0,0,1,0
105,0,1,0.4625,0.01546857,0,0,1,0.2
106,0,1,0.35,0.015411575,0,0,1,0
107,1,0,0.2625,0.014931806,0,0,1,0
108,1,1,0.35,0.015175789,0,0,1,0
109,0,1,0.475,0.015411575,0,0,1,0
110,1,0,0.35,0.047137661,0,0,1,0.1
111,0,1,0.5875,0.10149724,1,0,0,0
112,0,0,0.18125,0.028212719,0,0,1,0.1
113,0,1,0.275,0.015712554,0,0,1,0
114,0,0,0.25,0.019177123,0,0,1,0.1
115,0,0,0.2125,0.028220722,0,0,1,0
116,0,1,0.2625,0.01546857,0,0,1,0
117,0,1,0.88125,0.015126993,0,0,1,0
118,0,1,0.3625,0.04098927,0,1,0,0.1
119,0,1,0.3,0.483128426,1,0,0,0.1
120,0,0,0.025,0.061044735,0,0,1,0.6
121,0,1,0.2625,0.143462446,0,1,0,0.2
122,0,1,0.35,0.015712554,0,0,1,0
123,0,1,0.40625,0.058694293,0,1,0,0.1
124,1,0,0.40625,0.02537431,0,1,0,0
125,0,1,0.675,0.150855153,1,0,0,0.1
126,1,1,0.15,0.021942337,0,0,1,0.1
127,0,1,0.35,0.015126993,0,0,1,0
128,1,1,0.3,0.01393967,0,0,1,0
129,1,0,0.35,0.043640495,0,0,1,0.2
130,0,1,0.5625,0.013614293,0,0,1,0
131,0,1,0.4125,0.015411575,0,0,1,0
132,0,1,0.25,0.013760684,0,0,1,0
133,0,0,0.5875,0.028302115,0,0,1,0.1
134,1,0,0.3625,0.05074862,0,1,0,0.1
135,0,1,0.3125,0.02537431,0,1,0,0
136,0,1,0.2875,0.029367446,0,1,0,0
137,1,0,0.2375,0.051301585,1,0,0,0.2
138,0,1,0.4625,0.103644297,1,0,0,0.1
139,0,1,0.2,0.0179898,0,0,1,0
140,0,1,0.3,0.154588105,1,0,0,0
141,0,0,0.35,0.02975782,0,0,1,0.2
142,1,0,0.275,0.015126993,0,0,1,0
143,1,0,0.3,0.03093714,0,0,1,0.1
144,0,1,0.2375,0.013175123,0,0,1,0
145,0,1,0.225,0.022446505,0,1,0,0
146,0,1,0.2375,0.071731223,0,1,0,0.2
147,1,1,0.3375,0.015216388,0,0,1,0
148,0,0,0.1125,0.067095532,0,0,1,0.4
149,0,1,0.45625,0.05074862,0,1,0,0.2
150,0,1,0.525,0.02537431,0,1,0,0
151,0,1,0.6375,0.024447172,0,1,0,0
152,1,0,0.275,0.129994543,1,0,0,0.1
153,0,1,0.69375,0.015712554,0,0,1,0
154,0,1,0.50625,0.028302115,0,0,1,0.2
155,0,1,0.35,0.014273049,0,0,1,0
156,0,1,0.6375,0.11980422,1,0,0,0.1
157,1,0,0.2,0.015094396,0,0,1,0
158,0,1,0.375,0.015712554,0,0,1,0
159,0,1,0.35,0.016908074,0,0,1,0
160,0,1,0.35,0.135752559,0,0,1,1
161,0,1,0.55,0.031425107,0,0,1,0.1
162,1,0,0.5,0.030741953,0,1,0,0
163,0,1,0.325,0.015175789,0,0,1,0
164,0,1,0.2125,0.016908074,0,0,1,0
165,0,1,0.0125,0.077464841,0,0,1,0.5
166,1,1,0.1125,0.040062132,0,0,1,0.2
167,1,0,0.35,0.10735285,1,0,0,0.1
168,0,0,0.5625,0.054457173,0,0,1,0.5
169,0,1,0.35,0.05060223,1,0,0,0
170,0,1,0.35,0.110272458,0,0,1,0
171,0,1,0.7625,0.065387645,1,0,0,0
172,0,1,0.05,0.056848214,0,0,1,0.5
173,1,0,0.0125,0.021730754,0,0,1,0.2
174,0,1,0.2625,0.01546857,0,0,1,0
175,0,1,0.7,0.059914211,1,0,0,0
176,0,1,0.225,0.015330377,0,0,1,0.2
177,0,1,0.35,0.049707688,0,0,1,0.4
178,0,0,0.625,0.056043068,1,0,0,0
179,0,1,0.375,0.02537431,0,1,0,0
180,0,1,0.45,0,0,0,1,0
181,0,0,0.35,0.135752559,0,0,1,1
182,0,1,0.35,0.029375644,0,1,0,0
183,0,1,0.1125,0.06126432,0,0,1,0.6
184,1,1,0.0125,0.07612293,0,1,0,0.3
185,1,0,0.05,0.042989937,0,0,1,0.2
186,0,1,0.35,0.0975935,1,0,0,0
187,1,0,0.35,0.030253985,0,0,1,0.1
188,1,1,0.5625,0.051822149,1,0,0,0
189,0,1,0.5,0.030253985,0,0,1,0.2
190,0,1,0.45,0.015411575,0,0,1,0
191,1,0,0.4,0.02537431,0,1,0,0
192,0,1,0.2375,0.02537431,0,1,0,0
193,1,0,0.2375,0.015330377,0,0,1,0.1
194,1,1,0.0375,0.05074862,0,1,0,0.2
195,1,0,0.55,0.054107398,1,0,0,0
196,1,0,0.725,0.285989555,1,0,0,0
197,0,1,0.35,0.015126993,0,0,1,0
198,0,1,0.525,0.016403906,0,0,1,0.1
199,1,0,0.35,0.015126993,0,0,1,0
200,0,0,0.3,0.02537431,0,1,0,0
201,0,1,0.35,0.018542765,0,0,1,0
202,0,1,0.35,0.135752559,0,0,1,1
203,0,1,0.425,0.012678957,0,0,1,0
204,0,1,0.56875,0.014102261,0,0,1,0
205,1,1,0.225,0.015712554,0,0,1,0
206,0,0,0.025,0.02042144,0,0,1,0.1
207,0,1,0.4,0.03093714,0,0,1,0.1
208,1,1,0.325,0.036670758,0,0,1,0
209,1,0,0.2,0.015126993,0,0,1,0
210,1,1,0.5,0.06050797,1,0,0,0
211,0,1,0.3,0.013760684,0,0,1,0
212,1,0,0.4375,0.04098927,0,1,0,0
213,0,1,0.275,0.014151058,0,0,1,0
214,0,1,0.375,0.02537431,0,1,0,0
215,0,1,0.35,0.015126993,0,0,1,0.1
216,1,0,0.3875,0.221098075,1,0,0,0.1
217,1,0,0.3375,0.01546857,0,0,1,0
218,0,1,0.525,0.05270049,0,1,0,0.1
219,1,0,0.4,0.148911481,1,0,0,0
220,0,1,0.375,0.020494635,0,1,0,0
221,1,1,0.2,0.015712554,0,0,1,0
222,0,1,0.3375,0.02537431,0,1,0,0
223,0,1,0.6375,0.015712554,0,0,1,0
224,0,1,0.35,0.015411575,0,0,1,0
225,1,1,0.475,0.175668301,1,0,0,0.1
226,0,1,0.275,0.018249985,0,0,1,0
227,1,1,0.2375,0.020494635,0,1,0,0
228,0,1,0.25625,0.014151058,0,0,1,0
229,0,1,0.225,0.02537431,0,1,0,0
230,0,0,0.35,0.049707688,0,0,1,0.4
231,1,0,0.4375,0.162932349,1,0,0,0.1
232,0,1,0.3625,0.015175789,0,0,1,0
233,0,1,0.7375,0.026350245,0,1,0,0
234,1,0,0.0625,0.06126432,0,0,1,0.6
235,0,1,0.3,0.020494635,0,1,0,0
236,0,0,0.35,0.014736619,0,0,1,0
237,0,1,0.55,0.05074862,0,1,0,0.1
238,1,0,0.1,0.051236588,0,1,0,0.2
239,0,1,0.2375,0.020494635,0,1,0,0
240,0,1,0.4125,0.023959204,0,1,0,0
241,0,0,0.35,0.028212719,0,0,1,0.1
242,1,0,0.35,0.030253985,0,0,1,0.1
243,0,1,0.3625,0.020494635,0,1,0,0
244,0,1,0.275,0.013907074,0,0,1,0
245,0,1,0.375,0.014102261,0,0,1,0
246,0,1,0.55,0.175668301,1,0,0,0.2
247,0,0,0.3125,0.015175789,0,0,1,0
248,1,0,0.3,0.028302115,0,1,0,0.2
249,1,1,0.4625,0.102578967,1,0,0,0.2
250,0,1,0.675,0.05074862,0,1,0,0.1
251,0,1,0.35,0.014151058,0,0,1,0
252,0,0,0.3625,0.02042144,0,0,1,0.2
253,0,1,0.775,0.051822149,1,0,0,0
254,0,1,0.375,0.031425107,0,0,1,0.1
255,0,0,0.5125,0.039452173,0,0,1,0.2
256,1,0,0.3625,0.02975782,0,0,1,0.2
257,1,0,0.35,0.154588105,1,0,0,0
258,1,0,0.375,0.168836756,1,0,0,0
259,1,0,0.4375,1,1,0,0,0
260,1,0,0.625,0.05074862,0,1,0,0.1
261,0,1,0.35,0.015126993,0,0,1,0
262,1,1,0.0375,0.06126432,0,0,1,0.6
263,0,1,0.65,0.155466446,1,0,0,0.2
264,0,1,0.5,0,1,0,0,0
265,0,0,0.35,0.015126993,0,0,1,0
266,0,1,0.45,0.020494635,0,1,0,0
267,0,1,0.2,0.077464841,0,0,1,0.5
268,1,1,0.3125,0.015175789,0,0,1,0.1
269,1,0,0.725,0.299538851,1,0,0,0.1
270,1,0,0.4375,0.26473857,1,0,0,0
271,0,1,0.35,0.06050797,1,0,0,0
272,1,1,0.3125,0,0,0,1,0
273,1,0,0.5125,0.038061465,0,1,0,0.1
274,0,1,0.4625,0.057970539,1,0,0,0.1
275,1,0,0.35,0.015126993,0,0,1,0
276,1,0,0.7875,0.152164468,1,0,0,0.1
277,0,0,0.5625,0.015126993,0,0,1,0
278,0,1,0.35,0,0,1,0,0
279,0,1,0.0875,0.056848214,0,0,1,0.5
280,1,0,0.4375,0.039525368,0,0,1,0.2
281,0,1,0.8125,0.015126993,0,0,1,0
282,0,1,0.35,0.015330377,0,0,1,0
283,0,1,0.2,0.018542765,0,0,1,0
284,1,1,0.2375,0.015712554,0,0,1,0
285,0,1,0.35,0.05074862,1,0,0,0
286,0,1,0.4125,0.016908074,0,0,1,0
287,1,1,0.375,0.018542765,0,0,1,0
288,0,1,0.275,0.015411575,0,0,1,0
289,1,1,0.525,0.02537431,0,1,0,0
290,1,0,0.275,0.015126993,0,0,1,0
291,1,0,0.325,0.15390495,1,0,0,0
292,1,0,0.2375,0.177774759,1,0,0,0.1
293,0,1,0.45,0.025130326,0,1,0,0
294,0,0,0.3,0.01727405,0,0,1,0
295,0,1,0.3,0.015411575,0,0,1,0
296,0,1,0.35,0.054107398,1,0,0,0
297,0,1,0.29375,0.014110459,0,0,1,0
298,0,0,0.025,0.2958059,1,0,0,0.3
299,1,1,0.35,0.059532035,1,0,0,0
300,1,0,0.625,0.483128426,1,0,0,0.1
301,1,0,0.35,0.015126993,0,0,1,0
302,1,1,0.35,0.045380978,0,0,1,0.2
303,0,1,0.2375,0,0,0,1,0
304,1,0,0.35,0.024105595,0,1,0,0
305,0,1,0.35,0.015712554,0,0,1,0
306,1,1,0.0115,0.2958059,1,0,0,0.3
307,1,0,0.35,0.216429788,1,0,0,0
308,1,0,0.2125,0.212558644,1,0,0,0.1
309,0,1,0.375,0.04684488,0,1,0,0.1
310,1,0,0.375,0.111118398,1,0,0,0
311,1,0,0.3,0.162314192,1,0,0,0
312,1,0,0.225,0.512121894,1,0,0,0.4
313,0,0,0.325,0.05074862,0,1,0,0.2
314,0,1,0.35,0.015411575,0,0,1,0
315,0,1,0.5375,0.051236588,0,1,0,0.2
316,1,0,0.325,0.015330377,0,0,1,0
317,1,0,0.3,0.05074862,0,1,0,0.1
318,0,1,0.675,0.02732618,0,1,0,0
319,1,0,0.3875,0.321798367,1,0,0,0.2
320,1,0,0.5,0.262526516,1,0,0,0.2
321,0,1,0.275,0.014151058,0,0,1,0
322,0,1,0.3375,0.015411575,0,0,1,0
323,1,0,0.375,0.024105595,0,1,0,0
324,1,0,0.275,0.05660423,0,1,0,0.2
325,0,1,0.35,0.135752559,0,0,1,1
326,1,0,0.45,0.26473857,1,0,0,0
327,0,1,0.7625,0.012174789,0,0,1,0
328,1,0,0.45,0.02537431,0,1,0,0
329,1,0,0.3875,0.040062132,0,0,1,0.2
330,1,0,0.2,0.113167862,1,0,0,0.1
331,1,0,0.35,0.045380978,0,0,1,0.2
332,0,1,0.56875,0.055628295,1,0,0,0
333,0,1,0.475,0.299538851,1,0,0,0.1
334,0,1,0.2,0.03513366,0,0,1,0.2
335,1,0,0.35,0.260867427,1,0,0,0.1
336,0,1,0.35,0.015411575,0,0,1,0
337,0,1,0.3625,0.129994543,1,0,0,0.1
338,1,0,0.5125,0.262526516,1,0,0,0
339,1,1,0.5625,0.015712554,0,0,1,0
340,0,1,0.5625,0.069291385,1,0,0,0
341,1,1,0.025,0.05074862,0,1,0,0.2
342,1,0,0.3,0.513341812,1,0,0,0.5
343,0,1,0.35,0.02537431,0,1,0,0
344,0,1,0.3125,0.02537431,0,1,0,0
345,0,1,0.45,0.02537431,0,1,0,0
346,1,0,0.3,0.02537431,0,1,0,0
347,1,0,0.5,0.02537431,0,1,0,0
348,1,0,0.35,0.031425107,0,0,1,0.1
349,1,1,0.0375,0.031034733,0,0,1,0.2
350,0,1,0.525,0.016908074,0,0,1,0
351,0,1,0.2875,0.018006001,0,0,1,0
352,0,1,0.35,0.06831545,1,0,0,0
353,0,1,0.1875,0.014110459,0,0,1,0.2
354,0,1,0.3125,0.034743286,0,0,1,0.1
355,0,1,0.35,0.014102261,0,0,1,0
356,0,1,0.35,0.018542765,0,0,1,0
357,1,0,0.275,0.10735285,1,0,0,0.1
358,0,0,0.475,0.02537431,0,1,0,0
359,1,0,0.35,0.015379174,0,0,1,0
360,1,0,0.35,0.015379174,0,0,1,0
361,0,1,0.5,0.054457173,0,0,1,0.5
362,0,1,0.3625,0.054107398,0,1,0,0.1
363,0,0,0.5625,0.028212719,0,0,1,0.1
364,0,1,0.4375,0.013760684,0,0,1,0
365,0,1,0.35,0.030253985,0,0,1,0.1
366,0,1,0.375,0.014151058,0,0,1,0
367,1,0,0.75,0.146878218,1,0,0,0.1
368,1,0,0.35,0.014110459,0,0,1,0
369,1,0,0.35,0.015126993,0,0,1,0
370,1,0,0.3,0.135264592,1,0,0,0
371,1,1,0.3125,0.108214991,1,0,0,0.1
372,0,1,0.225,0.012678957,0,0,1,0.1
373,0,1,0.2375,0.015712554,0,0,1,0
374,0,1,0.275,0.26473857,1,0,0,0
375,0,0,0.0375,0.04113566,0,0,1,0.4
376,1,0,0.35,0.16038672,1,0,0,0.1
377,1,0,0.275,0.014151058,0,0,1,0
378,0,1,0.3375,0.412820507,1,0,0,0.2
379,0,1,0.25,0.007831878,0,0,1,0
380,0,1,0.2375,0.015175789,0,0,1,0
381,1,0,0.525,0.444099224,1,0,0,0
382,1,0,0.0125,0.030725752,0,0,1,0.2
383,0,1,0.4,0.01546857,0,0,1,0
384,1,0,0.4375,0.10149724,1,0,0,0.1
385,0,1,0.35,0.015411575,0,0,1,0
386,0,1,0.225,0.143462446,0,1,0,0
387,0,1,0.0125,0.091542703,0,0,1,0.7
388,1,0,0.45,0.02537431,0,1,0,0
389,0,1,0.35,0.015086394,0,0,1,0
390,1,0,0.2125,0.02342244,0,1,0,0
391,1,1,0.45,0.234224401,1,0,0,0.3
392,1,1,0.2625,0.015216388,0,0,1,0
393,0,1,0.35,0.01546857,0,0,1,0.2
394,1,0,0.2875,0.221098075,1,0,0,0.1
395,1,0,0.3,0.032596229,0,0,1,0.2
